c5	remark
19850219003909A	STRUCK POWERLINES ON APPROACH.  IMPACTED GROUND.  NOT PROPERLY ENDORSED FOR AIRCRAFT OR PARTICULAR FLIGHT.
19850219003929A	ENGINE QUIT ON TAKEOFF DUE TO FUEL EXHAUSTION. LANDED IN A FIELD AND ROLLED INTO A DITCH.
19850219005349A	DURING LANDING, WIND PICKED UP RIGHT WING, AIRCRAFT VEERED LEFT, TRIED TO GO AROUND BUT HIT SNOWBANK ON RUNWAY EDGE
19850219006359A	AIRCRAFT STRUCK TREES AND MOUNTAIN RIDGE IN IFR WEATHER. PILOT HAD NOT CHECKED WEATHER BEFORE DEPARTURE.
19850219006959A	AFTER REQUEST TO CLIMB ON TOP, AIRCRAFT CLIMBED THEN DESCENDED RAPIDLY INTO GROUND.PILOT COMPETENCY MAY BE A FACTOR
19850219012029I	LOST ELECTRICAL, EXTENDED FLAPS AND GEAR. GEAR COLLAPSED ON LANDING. NOT LOCKED DOWN.
19850219019739I	LOST POWER DURING DESCENT. RIGHT ENGINE SHUTDOWN. CASE THRU BOLTS AND HOLD DOWN STUDS SHEARED. IMPROPER TORQUE.
19850219077569A	THE PILOT TEMPORARILY LOST CONTROL OF THE AIRCRAFT DUE TO INATTENTION. FLIGHT ENGINEER FAILED TO ISOLATE PROBLEM.
19850220003699A	BLOWN OVER ONTO BACK WHILE TAXIING IN EXTREMELY STRONG, GUSTY WINDS. WIND EXCEEDED SAFE OPERATION OF TYPE AIRCRAFT.
19850220003919A	LOST DIRECTIONAL CONTROL ON TAKEOFF PORTION OF TOUCH AND GO. RAN OFF RUNWAY INTO SNOW COVERED GRASS AND NOSED OVER.
19850220003949A	LOST DIRECTIONAL CONTROL AND STRUCK SNOWBANK ON LANDING. DOWNWIND ILS APPROACH WITH LOW CEILING, POOR VISIBILITY.
19850220004089A	IMPACTED TREES ON FOURCHE MOUNTAIN IN LEVEL FLIGHT ATTITUDE. WRECKAGE NOWHERE NEAR COURSE OF INSTRUMENT APPROACH.
19850220007069I	HIT SOMETHING WHICH DAMAGED WINGTIPS WHILE ON APPROACH. EXPERIENCED WINDSHEAR JUST PRIOR TO STRIKE.
19850220008099A	STRUCK POWERLINES ON ILS APPROACH. ALTIMETER FOUND TO BE READING 4800 FT LOW. SUSPECT SECTOR GEAR DISENGAGED.
19850220008489I	PILOT WAS READING A MAP WHILE TAXIING. LEFT TAXIWAY AND NOSE GEAR COLLAPSED IN SOFT DIRT.
19850220009069I	GEAR WOULD NOT LOCK DOWN AND LOW HYDRAULIC FLUID LIGHT CAME ON. CRACK IN LEFT MAIN GEAR ACTUATOR END CAP.
19850220009179I	AIRCRAFT TAXIING IN FIRE LANE AT HIGH RATE OF SPEED. WINGTIP STRUCK PARKED FUEL TRUCK.
19850220009309I	POWER FLUCTUATIONS AT CRUISE. UNEVENTFUL LANDING. ICE FOUND IN FUEL CELL.
19850220009449I	SMOKE IN COCKPIT AFTER TURNING ON GROUND POWER. EXTERNAL POWER RELAY DAMAGED BY ELECTRICAL FAULT.
19850220011399I	DURING NIGHT CHECKOUT AIRCRAFT WAS LOW ON FINAL, STRUCK TREES. INSTRUCTOR TOOK CONTROL, MADE GO AROUND SAFELY.
19850220014829I	AS NOSE GEAR TOUCHED DOWN AIRCRAFT VEERED OFF RUNWAY. NOSE GEAR ROTOR BROKE ALLOWING NOSE GEAR TO ROTATE.
19850220017299I	GEAR COULD NOT BE EXTENDED FOR LANDING. LANDED GEAR UP. THERMAL RELIEF VALVE IN ACTUATOR POWER PACK STUCK OPEN.
19850220019529I	RIGHT ENGINE SHUTDOWN DUE TO LOW OIL PRESSURE. NOSE GEAR COLLAPSED AT TOUCHDOWN. FOUND FAULTY HYDRAULIC PUMP SEAL.
19850220030789A	AUTOROTATION TO VINEYARD WHEN ENGINE LOST POWER DURING CRUISE. CAUSE NOT REPORTED AT THIS TIME.
19850221003899A	DRIFTED LEFT OF CENTERLINE AND LEFT MAIN STRUCK A SNOWBANK, WINGTIP STRUCK RUNWAY. AIRCRAFT NOSED OVER.
19850221004099A	STUDENT TOLD TO GO AROUND ON LANDING BUT FAILED TO CLOSE HEAT THEN DUMPED FLAPS, SETTLED TO RUNWAY. GROUND LOOPED.
19850221004129A	(.4)THE INSTRUCTOR (CFI) & STUDENT PLT WERE PRACTICING TOUCH-&-GO LANDINGS. DURING AN APCH, THE STUDENT ALLOWED THE AIRSPEED TO GET SLOW. AFTER CORRECTING THE SITUATION, HE ALLOWED THE SPEED TO GET SLOW AGAIN & FLARED HIGH. THE ACFT BEGAN TO DROP & A GO-AROUND WAS INITIATED, BUT TOO LATE TO AVOID HITTING THE RWY. THE ACFT THEN SKIDDED TO THE RIGHT & HIT A SNOWBANK.
19850221006099A	STUDENT SOLO LANDED IN CROSSWIND VEERED OFF RUNWAY INTO A SNOWBANK. NOSED OVER. UNSKILLED IN CROSSWIND PROCEDURE.
19850221011419I	WIND BLEW BAGGAGE CART INTO IDLING PROPELLER. REMOVED AND REPLACED ENGINE.
19850221011429I	REALIZED GEAR WAS NOT EXTENDED WHEN PROPELLERS STRUCK PAVEMENT. WENT AROUND. SAFE LANDING WITH PROP TIP DAMAGE.
19850221017519I	EMERGENCY LANDING AFTER POWER LOSS, SUSPECT AIR FILTER GASKET INGESTED INTO CARBURETOR.
19850221017749I	PILOT UNABLE TO EXTEND NOSE GEAR BEFORE TOUCHDOWN. FOUND RUPTURED GEAR UP LINE.
19850221024639I	AIRCRAFT LOST POWER BEFORE LIFTOFF AND SKIDDED OFF END OF RUNWAY.
19850221042789I	RIGHT BRAKE SEIZED WITH BRAKE APPLICATION ON ROLLOUT. GEAR FAILED WHERE IT ATTACHES TO STRUT. BRAKE PISTON JAMMED.
19850221065329A	LANDED GEAR UP. PILOTS STATED THEY HAD SAFE INDICATION UNTIL FLARE. NO MECHANICAL MALFUNCTIONS FOUND.
19850222004059A	AIRCRAFT MADE LOW SLOW PASS OVER FARM. STARTED CLIMBING TURN, WING DROPPED AND AIRCRAFT NOSED INTO GROUND.
19850222004209A	RIGHT MAIN WHEEL ASSEMBLY SEEN HANGING DOWN AFTER LIFTOFF. LANDED IN GRASS AREA NEAR RUNWAY.
19850222004219A	RIGHT ENGINE FAILED DURING CLIMB. UNABLE TO MAKE AIRPORT AFTER GEAR EXTENDED. STRUCK FENCE AND STEERS IN A FEED LOT
19850222005039A	POWER REDUCED FOR DESCENT ON TEST FLIGHT AND AIRCRAFT DIVED TO GROUND. BALLAST MAY HAVE SHIFTED JAMMING CONTROLS.
19850222005359A	HEARD SLAPPING NOISE COMING FROM OUTSIDE THE CABIN. LANDED DOWNWIND ON AIRSTRIP, OVERSHOT, STRUCK TELEPHONE POLE.
19850222006949A	DESCENDED INTO TREES WHILE MAKING AN APPROACH IN FOGGY CONDITIONS. AIRCRAFT ROLLED OVER AND STRUCK TERRAIN.
19850222008409I	RETURNED FOR LANDING WITH SHATTERED RIGHT WINDSHIELD. WILL USE STRESS KIT WITH INSTALLATION OF NEW WINDSHIELD.
19850222008649I	UNSAFE GEAR INDICATION AND UNABLE TO EXTEND RIGHT MAIN BY ANY MEANS. RIGHT MAIN REMAINED IN WHEEL WELL.
19850222009139I	LOUD NOISE WITH GEAR RETRACTION. UNABLE TO EXTEND. SHIMMY DAMPER ROD END BROKE. GROUND TUG EXCEEDED NOSE TURN LIMIT
19850222009319I	ABORTED TAKEOFF DUE TO ENGINE STALL. BORESCOPED ENGINE, INLET GUIDE VANES ADJUSTED. ENGINE CHANGE INDICATED.
19850222010699I	WHILE COMPENSATING FOR KNOWN WINDSHEAR PILOT LANDED LONG AND FAST. FLOATED AND OVERRAN RUNWAY APPROXIMATELY 50 FEET
19850222012299I	LOST SITE OF CENTERLINE WHILE TAXIING ON UNLIGHTED TAXIWAY. STRUCK TAXIWAY LIGHT.
19850222013079I	GEAR DID NOT EXTEND FULLY RETRACTED GEAR FOR LANDING. PILOT DID NOT ATTEMPT TO LOWER GEAR MANUALLY.
19850222017539I	AS NOSE GEAR SETTLED HEARD LOUD BANG. NOSE GEAR COLLAPSED. PENCIL SIZE HOLE IN TIRE AND TUBE OF NOSE WHEEL.
19850222019549I	GEAR COLLAPSED AS AIRCRAFT SETTLED ON RUNWAY. UNABLE TO DETERMINE IF MECHANICAL DEFECTS EXISTED.
19850223004079A	NOSE DOWN GROUND IMPACT WITHOUT PROPELLER ROTATION AFTER TAKEOFF. IMPROPER AIRCRAFT MAINTENANCE IN SEVERAL AREAS.
19850223004239A	MISTOOK ULTRALIGHT AIRSTRIP FOR OPA LOCKA WEST. LANDED, GEAR DUG IN, NOSED OVER. LANDED BECAUSE OF ILL PASSENGER.
19850223005909A	DURING ROLLOUT, LEFT MAIN GEAR STRUCK A TAXIWAY LIGHT AND AIRCRAFT FLIPPED INVERTED.
19850223005929A	ENGINE FAILED TO RESPOND DURING DESCENT TO LAND. ORIGINAL FUEL CAPS HAD BEEN REPLACED WITH UNVENTED CAPS.
19850223008679I	ENGINE FAILED EN ROUTE. SAFE LANDING. CONNECTING ROD BROKE FRACTURING ENGINE CASE.
19850223008929I	EXCESSIVE VIBRATION ON ROLLOUT. LIGHT PANELS FELL ON PASSENGERS. FAILURE OF NOSE GEAR UPPER TORQUE ARM BOLT.
19850223012039I	LEFT MAIN GEAR COLLAPSED ON ROLLOUT. CAUSE UNDETERMINED.
19850223015479I	ENGINE SHUTDOWN DUE TO LOW OIL PRESSURE. DIVERTED, SAFE LANDING. BROKEN OIL LINE CAUSED BY CHAFING NR 1 ENGINE.
19850223030799A	DURING ATC VECTORS ENGINE QUIT. LANDED SHORT, OUT OF FUEL.FUEL CAP LEAK, BLADDER UP TO FILLER NECK. NEW ANNUAL.
19850223037429A	NEAR VERTICAL IMPACTION WITH GROUND FOLLOWED AEROBATIC MANEUVERS AT LOW ALTITUDE. PILOT UNDER INFULENCE OF ALCOHOL.
19850223039669A	BOUNCED SHORT OF RUNWAY AND KNOCKED MAIN AND NOSE GEAR OFF. CONTINUED TO FLY FOR 75 YARDS BEFORE COMING TO REST.
19850223040699A	STRUCK TREE AND IMPACTED GROUND NEAR AIRPORT. UNAPPROVED GASOHOL WAS BEING USED FOR FUEL.
19850223040829I	DURING LANDING ON UNIMPROVED PRIVATE STRIP NOSE GEAR COLLAPSED.
19850224004299A	ENGINE QUIT ON TAKEOFF LANDED ON ROAD, WING HIT DIRT BANK. WATER IN FUEL. NO WATER SEPARATOR ON AIRPORT FUEL PUMP.
19850224006049A	TOUCHED DOWN SHORT OF INTENDED FIELD. DURING ATTEMPT TO RELOCATE TO A SMOOTH FIELD, ENVELOPE STRUCK POWERLINES.
19850224007039A	AIRCRAFT LANDED HARD, BALLOONED OFF RUNWAY AND NOSED OVER. EXCEEDED AIRCRAFT CROSSWIND COMPONENT.
19850224007949A	WIND SHIFTED AND PICKED UP TAIL OF TAXIING AIRCRAFT, VEERED OFF TO ONE SIDE INTO SNOWBANK. AIRCRAFT NOSED OVER.
19850224008449I	SWERVED AFTER LANDING. PILOT MISSED HEEL BRAKE PEDAL. STRUCK VASI BOX AFTER RUNNING OFF RUNWAY.
19850224008519I	AIRCRAFT BOUNCED ON LANDING. STUDENT PUSHED FORWARD ON YOKE AND CAUSED DAMAGE TO NOSE WHEEL AND PROPELLER.
19850224009649I	AFTER DRIFTING OVER RIDGE DOWNDRAFTS FORCED BALLOON INTO TREES.
19850224010599I	NOSE GEAR WOULD NOT LOCK DOWN FOR LANDING. RUPTURED LINE ON NOSE GEAR ACTUATOR.
19850224012169I	GEAR DID NOT EXTEND FULLY. INCORRECT EMERGENCY EXTENSION PROCEDURE. ALTERNATOR FOUND INOPERATIVE.
19850224021499I	AFTER LIFTOFF, ENGINE QUIT. LANDED STRAIGHT AHEAD GEAR UP. SLID OFF RUNWAY END. PROBABLE CARBURETOR ICING.
19850224056189A	TOTAL LOSS OF POWER AFTER TAKEOFF. STALLED, IMPACTED GROUND. PILOT DID NOT LOWER NOSE. SEALANT BLOCKED FUEL SCREEN.
19850224057179A	STUDENT CLAIMED HE TURNED ONTO TAXIWAY AT HIGH SPEED TO AVOID BIRDS ON ROLLOUT. DEPARTED TAXIWAY INTO SOFT GROUND.
19850224071479A	BOUNCED ON TOUCHDOWN AND ATTEMPTED GO AROUND IN NOSE HIGH ATTITUDE. STRUCK TREES BESIDE THE RUNWAY.
19850225004309A	DURING TAKEOFF ROLL ON MOSELY ROAD, RIGHT WHEEL STRUCK A CHUCK HOLE, RIGHT WING HIT A SNOW BANK. FLIPPED ONTO BACK.
19850225004389A	AIRCRAFT MUSHED DURING TAKEOFF WITH FULL FLAPS. ABORTED AS WING DROPPED. CONTACTED GRASS AND SLID INTO DEEP MUD.
19850225006009A	FLEW INTO TURBULENCE AND CLOUDS, PICKED UP ICE, FORCED TO DESCEND. LANDED ON ROAD, WIND BLEW AIRCRAFT INTO DITCH.
19850225006019A	DESCENDED AND IMPACTED TREES DURING TURN WHILE PRACTICING NIGHT APPROACHES TO THE AIRPORT. BURST INTO FLAMES.
19850225006499A	STUDENTS ATTENTION DIVERTED WHILE FLYING LOW OVER BEACH. IMPACTED WATER BEFORE RECOVERY COULD BE MADE.
19850225006709A	AIRCRAFT STRUCK TREES WHILE RETURNING TO AIRPORT AFTER ENGINE FAILURE. EXTENSIVE FIRE DAMAGE, CAUSE UNDETERMINED.
19850225006969A	DRIFTED DURING CROSSWIND FLARE. AIRCRAFT TOUCHED DOWN IN DEEP SLUSH AND SLID INTO A SNOWBANK.
19850225010609I	NOSE GEAR RETRACTED DURING TAXI. BROKEN LINKAGE IN NOSE GEAR.
19850225012249I	LEFT MAIN COLLAPSED ON ROLLOUT. AIRCRAFT SKIDDED OFF RUNWAY. HYDRAULIC SYSTEM FAILED TO LOCK WHEEL DOWN.
19850225012259I	AFTER TAKEOFF AIRCRAFT FILLED WITH SMOKE. UNEVENTFUL UNSCHEDULED LANDING. LEFT AND RIGHT COALESCER BAGS REPLACED.
19850225013069I	BOUNCED ON TOUCHDOWN, NOSED OVER BENDING PROPELLER.
19850225015419I	DAMAGE IN TAIL SKID AREA FROM HARD LANDING ON ICE STRIP. VASI AVAILABLE. AIRCRAFT FERRIED WITHOUT FERRY PERMIT.
19850225017559I	ABORTED TAKEOFF WHEN AIRCRAFT DIDNT FEEL RIGHT. RAN OFF END OF RUNWAY AND STUCK IN MUD. AIRCRAFT FOUND AIRWORTHY.
19850225024449A	FLARED TOO HIGH WITH AIRSPEED TOO LOW. STALLED, HIT HARD. DAMAGED WING SPARS, LEFT MAIN GEAR STRUT, LEFT PROPELLER.
19850225031919A	AIRCRAFT FOUND BURNING IN WOODS. NO PERSONS OR BAGGAGE FOUND. UNREGISTERED AIRCRAFT. PROBABLY DRUG RELATED.
19850226004559A	REDUCED POWER, THEN APPLIED CARBURETOR HEAT TO PRACTICE STALLS. LOST POWER, LANDED IN FIELD, FLIPPED OVER ONTO BACK
19850226004579A	STALLED SHORT OF RUNWAY END DURING LANDING. AIRFRAME COVERED WITH THICK LAYER OF CLEAR AND RIME ICE.
19850226006029A	AIRCRAFT VEERED AFTER TOUCHDOWN. DEPARTED SIDE OF THE RUNWAY AND FLIPPED OVER IN MUD. NO MECHANICAL MALFUNCTIONS.
19850226006719A	AFTER LOW PASS OVER PIER ON DARK NIGHT AIRCRAFT STRUCK WATER. STUDENT PILOT AND PASSENGERS INTOXICATED AND DRUGGED.
19850226008049A	PILOT MISTOOK LONG SNOWBANK FOR GRAVEL RUNWAY. NOSE GEAR COLLAPSED ON TOUCHDOWN AT DUSK.
19850226008319I	TAXIED BACK TO GATE WITH PRIORITY HANDLING DUE TO ILL PASSENGER. POSSIBLE HEART ATTACK.
19850226008359I	FUEL FILTER CLOG LIGHT CAME ON. FLUCTUATING EPR, FUEL FLOW, VIBRATION. SUSPECT FUEL CONTAMINATION.
19850226008899I	DURING CLIMBOUT FIRE WARNING LIGHT FLICKERED ON AND OFF. FIRE DETECTION SYSTEM HAD MOISTURE IN CONNECTORS.
19850226009079I	MILD COMPRESSOR STALLS ON POWER BACK, TAXI AND WITH TAKEOFF POWER APPLICATION. FOD TO NR 1 AND NR 2 ENGINES.
19850226009129I	WHILE MAKING TURN ONTO RUNWAY NOSE WHEEL AXLE BROKE. PROPELLER STRUCK GROUND.
19850226010489I	LANDED DOWNWIND AND RAN OFF END OF RUNWAY. NO DAMAGE.
19850226010659I	CENTER ENGINE WENT INTO AUTO FEATHER WITH WARNING LIGHT. MANUALLY DISENGAGED. SPEED SENSE WIRE BROKEN ON LEFT MAG.
19850226013049I	STRUCK A FLOCK OF DUCKS WHILE ON APPROACH FOR LANDING. DIVERTED AND LANDED WITHOUT INCIDENT.
19850226013379I	PILOT REQUESTED TANKS BE TOPPED. DID NOT VISUALLY CHECK TANKS BEFORE DEPARTURE, RAN OUT OF FUEL.
19850226021329I	FLIGHT ATTENDANT BUMPED HER HEAD ON OVERHEAD RACK WHILE SERVING PASSENGER. SPRAINED CERVICAL MUSCLE.
19850226022279I	TIRE BLEW ON LANDING, AIRCRAFT VEERED OFF RUNWAY. NO DAMAGE.
19850226029229I	LANDED ON TAXIWAY C INSTEAD OF 26R AS CLEARED. REALIZED MISTAKE TOO LATE AND CONTINUED LANDING ROLLOUT.
19850226048539A	LOSS OF POWER DURING INITIAL CLIMB. LANDED IN DESERT STRIKING BERM. CAUSE OF POWER LOSS UNDETERMINED.
19850227004599A	TOOK OFF WITH SNOW AND ICE ON WINGS. LIFTED OFF AND SETTLED HARD TO RUNWAY. DAMAGED NOSEWHEEL, PROPELLER, WINGTIP.
19850227004619A	WHILE CROSSING HOLD LINE, A GUST OF WIND BLEW AIRCRAFT ONTO ITS NOSE. ANOTHER GUST BLEW IT ONTO ITS BACK.
19850227010509I	UNABLE TO EXTEND GEAR BY ANY MEANS. RETURNED TO DEPARTURE POINT AND LANDED GEAR UP. UNABLE TO FIND CAUSE.
19850227011369I	AIRCRAFT WOULD NOT CLIMB AFTER LIFTOFF. FROST ON WINGS. SETTLED GEAR UP, STRIKING FENCE.
19850227017599I	DURING POWER BACK FROM GATE, AIRCRAFT DEPARTED PAVEMENT. LEFT MAIN LODGED IN MUD.
19850227019199I	FULL DEFLECTION OF YOKE HAD NO AFFECT ON ATTITUDE AFTER LIFTOFF. RIGHT AILERON CABLE BROKE DUE TO CORRISON.
19850227022459I	ON TAKEOFF ROLL RIGHT BRAKE GRABBED AND AIRCRAFT VEERED OFF RUNWAY.
19850227025279I	WHILE ON SPECIAL VFR APPROACH AT NIGHT LOST ELECTRICAL. FAILED TO VERIFY GEAR POSITION. NO MEDICAL OR IFR RATING.
19850227026189I	ENGINE BEGAN TO SURGE DURING PRACTICE APPROACH LANDED IN FIELD WHEN OBVIOUS THEY COULD NOT MAKE AIRPORT.
19850227040689A	IMPACTED WATER AND CARTWHEELED ON DAR NIGHT. VFR PILOT WAS PARALLELING UNPOPULATED BEACH AREA TO IFR DESTINATION.
19850227070519A	INADVERTENT ALTITUDE GAIN DURING HOVER PRACTICE. LANDED IN SIDE SLIP AND ROLLED OVER.
19850228006919A	STRUCK POWER POLE DURING LANDING ATTEMPT ON HIGHWAY AT NIGHT. ENGINE QUIT DUE TO FUEL EXHAUSTION.NO MEDICAL OR BFR.
19850228007029A	STRUCK POWERLINES WHILE MANEUVERING IN CANYONS AND IMPACTED GROUND. UNDER THE INFLUENCE OF ALCOHOL.
19850228009299I	WHILE HOLDING VFR DEVELOPED ENGINE PROBLEMS. LANDED WITHOUT INCIDENT. M OR D TO FOLLOW.
19850228009459I	SMOKE AND FLAMES FROM EXHAUST STACKS. ENGINE SHUTDOWN.INTERNAL FAILURE OF ENGINE.
19850228011659I	WHILE TAXIING INTO GATE UNDER THE DIRECTION OF GROUND PERSONNEL WINGTIP SCRAPED SIDE OF BUILDING.
19850228011799I	ON TAKEOFF PILOT NOTICED OIL ON WINDSHIELD. RETURNED FOR LANDING. OIL FILLER CAP WAS NOT PROPERLY SEATED.
19850228014729I	PILOT FAILED TO EXTEND GEAR FOR LANDING. RUNWAY BLOCKED. AIRLINER CIRCLED AND FINALLY LANDED ON REMAINING RUNWAY.
19850228017859I	SMOKE FROM COFFEE MAKER, HALON USED. FOUND COFFEE MAKER OVERHEATED DUE TO LACK OF WATER, BYPASS VALVE FOUND OPEN.
19850228019059I	ENGINE RAN ROUGH AND THEN STOPPED. LANDED IN FIELD. CYLINDER ROD BROKE THRU CASE.
19850228021679I	UNABLE TO EXTEND GEAR MANUALLY AFTER ALTERNATOR MALFUNCTION. GEAR UP LANDING. STIFF DIAPHRAGM IN GEAR SYSTEM.
19850228024199I	PILOT HAND PROPPED AIRCRAFT WHICH STARTED AND CONTINUED ON TAXIWAY UNTIL IT STRUCK A DITCH.
19850228024319I	PASSENGER MAY HAVE INADVERTANTLY MOVED GEAR HANDLE TO UP POSITION WITH KNEE. GEAR UP LANDING.
19850228024999I	TRIM TAB WOULD NOT MOVE TO NOSE DOWN POSITION. LANDED SAFELY. FORWARD BOLT ON RIGHT PUSH PULL ROD INSTALLED WRONG.
19850228030089A	HYDRAULIC FLUID LEAK AND FIRE WARNING IN FLIGHT. BLEW NOSE GEAR DOWN, SHUTDOWN ENGINE, LANDED AT DESTINATION.
19850228039689A	LOSS OF POWER AFTER LIFTOFF, STALLED AND IMPACTED BUILDING. RING BROKEN IN CYLINDER, SPARK PLUGS FOULED WITH OIL.
19850228052599A	AIRCRAFT NOSED OVER DURING EMERGENCY LANDING DUE TO ALLEGED LOSS OF POWER. LANDED SHORT OF RUNWAY.
19850301004979A	AIRCRAFT COLLIDED WITH TREES SHORTLY AFTER TAKEOFF. SPECIAL WEATHER OBSERVATION AFTER PILOT BRIEFING FORECAST IFR.
19850301005249A	ENGINE LOST POWER ON BASE LEG. ENGINE DRIVEN FUEL PUMP FAILED. IMPROPER USE OF ELECTRIC PUMP. LANDED IN A FIELD.
19850301005289A	SOLO STUDENT LOST DIRECTIONAL CONTROL DURING TAKEOFF RUN. AIRCRAFT WENT OFF SIDE OF RUNWAY AND NOSED UP.
19850301005689A	NOSE GEAR COLLAPSED DURING TAKEOFF ROLL. NO DETERMINATION OF CAUSE.
19850301006749A	NON RATED PILOT FLEW INTO IFR WEATHER. IMPACTED GROUND NEAR APPROACH END OF RUNWAY.
19850301006929A	WENT INTO 45 DEGREE BANK AFTER LIFTOFF. ABORTED, HARD LANDING IN THE DIRT. POSSIBLE WAKE TURBULENCE FROM B707.
19850301009329I	CREW THOUGHT A NOSE TIRE HAD BLOWN. PNEUMATIC DUCT RUPTURED IN NOSE AREA CAUSING LOUD BANG AND VIBRATION.
19850301010399I	PILOT PUSHED ON BRAKE AND ADDED POWER TO TURN. WIND PICKED UP TAIL AND PROPELLER STRUCK GROUND. SUDDEN ENGINE STOP.
19850301012159I	NOTAMED MEN AND EQUIPMENT ON AIRPORT. AS AIRCRAFT TAXIED SLOWLY A MAN WITH POLE WALKED INTO MOVING WINGTIP.
19850301013859I	LANDED, BECAME AIRBORNE AGAIN, YAWED, TOUCHED DOWN AND PITCHED FORWARD. DAMAGE TO RIGHT MAIN,WINGTIP AND TAILWHEEL.
19850301018969I	LEFT MAIN GEAR WOULD NOT LOCK DOWN, LANDED GEAR UP. CAUSE UNDETERMINED.
19850301020389I	BIRD STRIKE DURING IFR APPROACH. MADE MISSED APPROACH AND LANDED ELSEWHERE. DAMAGE TO WING.
19850301034789I	LANDED FAST AFTER ILS APPROACH AND SLID OFF END OF WET RUNWAY. LEFT MAIN AND NOSE GEAR SANK INTO MUD.
19850301042469I	DEPLANED 2 PASSENGERS BY AFT AIR STAIR AFTER PUSHBACK. COMPLAINT FROM ATC DUE TO OTHER TRAFFIC BEING HELD UP.
19850301042959I	COMPLETE ELECTRICAL POWER LOSS AFTER GEAR EXTENSION. NOSE GEAR COLLAPSED ON LANDING. BATTERY SERVICED INCORRECTLY.
19850301044129A	DITCHED, COAST GUARD STANDING BY. PRESUMED FATAL, WRECKAGE NOT FOUND. FUEL EXHAUSTION AT NIGHT. ACTUAL DIST 240.
19850301046529I	RAN OUT OF FUEL WHILE BEING VECTORED FOR ILS. FLEW DEAD STICK APPROACH AND LANDED GEAR UP.
19850302005029A	DIVERTED DUE TO INOPERATIVE RUNWAY LIGHTS. FUEL EXHAUSTION. FLIPPED OVER LANDING IN A SWAMPY AREA.
19850302005069A	VFR PILOT WAS BEING VECTORED TO AIRPORT IN IFR CONDITIONS. RAN OUT OF FUEL. LANDED IN A FIELD AND FLIPPED OVER.
19850302005099A	LANDED IN TREES AFTER POWER LOSS. UNDETERMINED CAUSE.
19850302005109A	ENGINE MISFIRING, LANDED IN PASTURE. TOOK OFF AGAIN, ENGINE MISFIRED. LANDED. HIT TREES AND FENCE. AIRCRAFT BURNED.
19850302005119A	STEEP BANK AFTER LIFTOFF, DID NOT RAISE NOSE IN TIME TO PREVENT HITTING TREES.
19850302005129A	FORCED LANDING IN PINE TREES DURING RETURN TO PRIVATE AIRPORT. UNDETERMINED LOSS OF ENGINE POWER.
19850302005309A	ATTEMPTED TAKEOFF FROM ROAD AFTER REMOVAL OF CLOGGED FUEL FILTER. LOST POWER AND STRUCK POWERLINES. B NUT LOOSE.
19850302005339A	FLEW INTO AREA OF LOW CLOUDS, HEAVY SNOWFALL. WHITEOUT CONDITIONS, TRIED TO TURN BACK. WING STRUCK SNOW, HIT GROUND
19850302005559A	AIRCRAFT ROLLED OVER DURING DOWNWIND RUN ON AUTOROTATIVE LANDING DEMONSTRATION. RIGHT SKID BROKE ON TOUCHDOWN.
19850302006839A	HIT SHORT OF THE RUNWAY, NOSE GEAR SEPARATED, RIGHT MAIN COLLAPSED. SLID ONTO RUNWAY, THEN OFF THE SIDE OF RUNWAY.
19850302007009A	ABORTED TAKEOFF ON SOD RUNWAY AFTER RUNNING THROUGH TWO MUD PUDDLES. AIRCRAFT NOSED OVER WITH BRAKE APPLICATION.
19850302007049A	AIRSPEED TOO LOW IN TRAFFIC PATTERN. STALLED IN TURN. IMPACTED GROUND.
19850302008349I	OIL PRESSURE DROPPED AND CAUTION LIGHT CAME ON. ENGINE SHUTDOWN. OIL LEAK AT ENGINE TO OIL LINE FITTING.
19850302008589A	ENGINE FAILED DURING AEROBATIC ROUTINE. STRUCK BANK DURING EMERGENCY LANDING.
19850302010649I	LEFT LANDING GEAR SEPARATED AIRCRAFT ON APPROACH. BREAK WAS IN AN AREA IMPOSSIBLE TO INSPECT. CRACK WAS OLD.
19850302010709I	FAILED TO EXTEND GEAR FOR PRECAUTIONARY LANDING ON RIVER ICE. WEATHER WAS DETERIORATING.
19850302013189A	AIRCRAFT RAN OUT OF FUEL WHILE SEARCHING FOR AIRPORT IN HAZY CONDITIONS. AIRCRAFT OUT OF ANNUAL.
19850302013319I	MAIN CHUTE STARTED TO DEPLOY, RELEASED AND RESERVE DID NOT HAVE TIME TO GATHER AIR. PARACHUTIST CONTACTED GROUND.
19850302014879I	DURING HIGH WIND LANDING, BASKET TIPPED OVER,SPILLED PEOPLE. BASKET UPRIGHTED AND HIT TREE. LOAD CABLES SLIPPED.
19850302015319A	ON FINAL AT NIGHT TREES APPEARED IN LANDING LIGHT. UNSUCCESSFULY TRIED TO MISS TREES, IMPACTED THE GROUND.
19850302061459I	UNSAFE GEAR INDICATION BEFORE COLLAPSE OF NOSE GEAR ON LANDING. GEAR OPERATION FOUND TO BE NORMAL.
19850302067689A	HARD LANDING IN CORNFIELD AFTER ENGINE QUIT. PILOT HAD DRAINED SUMPS AND STRAINER, BUT WATER FOUND IN GASCOLATOR.
19850303004949A	AIRCRAFT STALLED AND COLLIDED WITH THE GROUND WHILE DOING AEROBATIC TYPE MANEUVERS AT A LOW ALTITUDE.
