c5	remark
19910429013139A	FUEL ODOR,SMOKE IN ENGINE AREA,LOST POWER.AUTOROTATED INTO TREES.PUT OUT FIRE. RECENT CHECK. LOOSE FUEL LINE B NUTS
19910429016619I	NOSE GEAR COLLAPSED WHILE PRACTICING TOUCH AND GO LANDINGS. INSTRUCTOR STATED THEY HAD THREE GREEN LIGHTS.
19910429017999I	UNABLE TO GET GEAR DOWN AND LOCKED. GEAR COLLAPSED ON LANDING ROLLOUT.
19910429018169I	AGENT UNLOADING BAGGAGE FROM NOSE COMPARTMENT WITH ENGINE RUNNING. CART MOVED AND IMPACTED PROPELLER.
19910429018259I	ROUGH RUNNING RIGHT ENGINE. EMERGENCY LANDING AT SPRUCE CREEK AIRPORT.
19910429019469I	ALTERNATOR FAILED EN ROUTE. RETURNED. RIGHT VOLTAGE REGULATOR DEFECTIVE CAUSING OVER VOLTAGE RELAY TO OPEN.
19910429019829I	NR2 ENGINE VIBRATING. SECURED IT AND RETURNED. ENGINE HAD UNCONTAINED FAILURE OF TURBINE SECTION.
19910429023949I	ON A SOFT FIELD LANDING PILOT FORGOT TO LOWER LANDING GEAR. LANDED GEAR UP.
19910429046559I	LANDED GEAR UP. PILOT STATED GEAR LEVER IN DOWN POSITION. OPERATED NORMALLY WHEN TESTED.
19910430013851A	HOLDING NR2 ALLOWED AIRCRAFT TO TAXI INTO HOLDING NR1 N2816D WHILE LOOKING AT A MAP.
19910430013852A	WHILE HOLDING NR1 WAS STRUCK FROM BEHIND BY HOLDING NR2,N150ER. PILOT ALLOWED BRAKE RELEASE WHILE LOOKING AT MAP.
19910430013929I	FUEL EXHAUSTION ON A LOCAL PLEASURE FLIGHT. MADE AN OFF-AIRPORT LANDING IN A FIELD.
19910430014009A	LOST DIRECTIONAL CONTROL ON FLARE FOR LANDING IN STRONG CROSSWIND. LANDED IN A CRAB ANGLE. LEFT RUNWAY. STRUCK SIGN
19910430016679I	PILOT MADE A HARD LANDING. LOST DIRECTIONAL CONTROL AND GROUND LOOPED.
19910430016919I	UNABLE TO EXTEND NOSE GEAR. LANDED GEAR UP IN GRASS ALONG RUNWAY.
19910430019149I	TOTAL ELECTRICAL FAILURE EN ROUTE. MAIN GEAR COLLAPSED ON LANDING ROLLOUT. PILOT COUNSELED ON EMERGENCY PROCEDURES.
19910430019269I	UNABLE TO EXTEND NOSE GEAR. LANDED NOSE GEAR UP. GEAR WORKED NORMALLY LATER.
19910430021269I	SLOW RIGHT ENGINE PROPELLER SPEED ON TAKEOFF. ABORTED. ADJUSTED PROPELLER GOVERNOR LINKAGE.
19910430036409I	PILOT TAXIED ON AND OFF RUNWAY WITHOUT ATC COMMUNICTION. LATER REQUESTED CLEARANCE TO TAKEOFF. HAS BRAIN TUMOR.
19910501013869A	MADE LOW PASS OVER A LANDING SIGHT. ENGINE FAILED RESPOND ON PULL UP. LANDED IN TREES.FAILED TO USE CARBURETOR HEAT
19910501013879A	MADE HARD LANDING.IMPACT DROVE STRUTS UPWARD THROUGH WINGS.COLLAPSED RIGHT MAIN GEAR.FLAPS WERE UP AT ZERO DEGREES.
19910501013889A	LOST BOTH ENGINES ON INITIAL CLIMBOUT. COLLAPSED GEAR LANDING IN A FIELD. BOTH EXHAUST PIPES FAILED AT WELDS.
19910501013899I	PILOT BEING CHECKED OUT IN AIRCRAFT FORGOT TO LOWER LANDING GEAR AND LANDED GEAR UP.
19910501013909A	LANDED WET GRASS STRIP. BEGAN BELATED GO AROUND TO AVOID OVERRUN. CAUGHT A FENCE AT END RUNWAY AND THEN HIT TREES.
19910501013919A	LOST POWER RIGHT ENGINE.FEATHERED BUT UNABLE MAINTAIN FLIGHT.LANDING ON HIGHWAY HIT A TRUCK.AIR FILTER WAS BLOCKED.
19910501013939A	LOST LEFT ENGINE COWL AND POWER. NOT FEATHERED. BELOW VMC LOST CONTROL. LEFT TURBO FAILED. FAILED TO SECURE COWL.
19910501014189A	PORPOISED ON TOUCH AND GO. DRIFTED OFF RUNWAY,AIRBORNE BETWEEN BOUNCES. LANDED IN MUD COLLAPSING NOSE GEAR.
19910501016669I	STRONG GUST OF WIND LIFTED RIGHT WING WHILE TAXIING TO HANGAR. PROPELLER AND LEFT WING TIP STRUCK GROUND.
19910501018149I	ENGINE SEIZED AT CRUISING ALTITUDE. EMERGENCY LANDING ON A BEACH.
19910501019799I	SWITCHED TANKS AND ENGINE QUIT SHORTLY AFTERWARD. FORCED LANDING. UNABLE TO DUPLICATE PROBLEM.
19910501020949I	LOST CABIN PRESSURE EN ROUTE. PUT ON OXYGEN MASK AND DESCENDED. HOSE TO AIR CYCLE MACHINE HAD COME OFF.
19910501023159I	TOWER ISSUED AN RVR OF 1800 FT. PILOT HAD RUNWAY IN SIGHT. LANDED SAFELY. FOUND TOWER RVR NOT RELIABLE.
19910501023919A	RAN OUT OF FUEL. LAST LEG IFR DUAL CROSSCOUNTRY. ON NIGHT  FORCED LANDING STRUCK COW. CFI WAS IN REAR SEAT.
19910501029199I	HAD PARTIAL POWER LOSS. LOWERED COLLECTIVE AND RETURNED TO MAKE A RUNNING LANDING.
19910501031739I	AIRCRAFT HIT A SET OF POWERLINES DURING AN AGRICULTURAL PASS OVER A FIELD.
19910501041269I	LEFT MAIN GEAR FAILED ON LANDING ROLLOUT.
19910501041589I	MR GREEN HAND PROPPED AIRCRAFT FOR MAINTENANCE CHECK. ENGINE STARTED. MOVED STRIKING HANGAR. NO INTENT TO FLY.
19910502013969A	FLAGMAN FAILED TO MOVE AND HAD BACK TO AIRCRAFT.WAS STRUCK BY AG PLANES GEAR AS PILOT BEGAN RUN UNDER POWER LINES.
19910502013989A	LOST CONTROL LANDING DOWNWIND. OVER CONTROLLED,TURNED 90 DEGREES SEPARATING NOSE GEAR. WIND SOCK WAS IN SHREDS.
19910502013999A	FLEW LOW AND SLOW IN MOUNTAIN TERRAIN NOSE HIGH. STALLED. HIT TREES. CFI WAS AT CONTROLS. AA1B HIGH STALLING SPEED.
19910502014069A	CONTINUED FLIGHT INTO AREA OF BUILDUPS,HEAVY RAIN. LOST CONTROL,IMPACTED GROUND NEAR VERTICAL. HIGH SPEED.
19910502014559A	LOST CONTROL ON LIFTOFF. DRIFTED OFF RUNWAY. WING HIT CACTUS CAUSING CRASH. BLAMED A DUST DEVIL FOR ACCIDENT.
19910502017989I	DURING LANDING ROLLOUT THE AIRCRAFT EXPERIENCED GEAR RETRACTION AT LOW SPEED.
19910502018969I	SHEEP ON LANDING STRIP. MADE LOW PASS TO HERD SHEEP OFF STRIP. GEAR HIT ONE. FLEW TO SPEARFISH AIRPORT.SAFE LANDING
19910502020819I	FUEL EXHAUSTION ON CROSSCOUNTRY FLIGHT. FORCED LANDING IN FIELD. FOUND ENGINE FUEL FILTER LEAKING.
19910502021509I	GEAR IN-TRANSIT LIGHT ON. GEAR COLLAPSED ON ROLLOUT. ACTUATOR TUBE ROD END BEARING HAD FAILED.
19910502024649I	VFR PILOT ADVISED ATC HE WAS IN IFR CONDITIONS. VECTORED TO LANDING. PILOT HOLDS STUDENT CERTIFICATE FOR GLIDER.
19910502029509I	PILOT LOST CONTROL OF AIRCRAFT ON LANDING ROLLOUT. DAMAGED RIGHT WING TIP.
19910502033819I	INFLIGHT CONTAINED FAILURE OF NR1 ENGINE. EMERGENCY LANDING. FAN SUPPORT BLADE DAMAGE DUE TO INGESTION OF DEBRIS.
19910502035759I	UNSAFE GEAR LIGHT ON FINAL. MADE GO AROUND. GEAR VISUALLY DOWN. GEAR COLLAPSED ON ROLLOUT. GEAR WARNING SYSTEM OUT.
19910503013979A	CATASTROPHIC AND UNCONTAINED BLOW UP NR3 ENGINE ON TAKEOFF. ABORTED. FIRE BURNED MAIL. HIGH PRESSURE DISK FAILURE.
19910503014049A	LANDED HARD ON UPSLOPE SHORT OF RUNWAY. IMPACT SHEARED LANDING GEAR. AIRCRAFT THEN SLID OFF RUNWAY DOWN EMBANKMENT.
19910503014109I	PILOT INADVERTENTLY RETRACTED LANDING GEAR INSTEAD OF FLAPS ON LANDING ROLLOUT.
19910503014129A	RIGHT MAIN GEAR COLLAPSED WHILE LANDING ON ROUGH GROUND. WAS RELOCATING AIRCRAFT TOO HIGH GROUND DUE RISING WATER.
19910503014169A	ENGINE WENT INTO OVERSPEED ON LIFTOFF. ABORTED,LANDED HARD. MAIN ROTORS SEVERED TAILBOOM. SPRAQUE CLUTCH WORN OUT.
19910503014419A	LOST DIRECTIONAL CONTROL ON LANDING,LEFT THE RUNWAY. DAMAGED WING AND STABILIZER. FLIGHT WAS TO DEMO USE OF LORAN.
19910503014459A	STRUCK STANDING WATER AND MUD WHILE LANDING ON AG STRIP AFTER WATER PURGING AG SYSTEM.NOSED OVER AND SLID INVERTED
19910503019129I	NO LEFT GEAR DOWN LIGHT. RETURNED TO FAIRBANKS. LANDED SAFELYU. BROKEN WIRE IN WHEEL WELL.
19910503019339I	LEFT INBOARD WING EDGE STRUCK A DEER ON LANDING ROLLOUT.
19910503022819I	LOSS OF OIL QUANTITY AND PRESSURE ON NR1 ENGINE. FOUND FAILED THREADS IN GEAR BOX FOR OIL PRESSURE LINE.
19910503023019I	AIRCRAFT OBSERVED BEING FLOWN ABOUT 200 FT AGL IN DOWNTOWN AREAS. PILOT MAKING TIGHT TURNS AT HIGH SPEED.
19910503024009I	UNABLE TO LOWER LANDING GAR. LANDED WITH GEAR RETRACTED.
19910503025349I	AIRCRAFT BOUNCED AND VEERED. ATTEMPTED GO AROUND BUT GROUND LOOPED. STATED HAD GUSTING QUARTERING TAIL WIND.
19910503032409I	LANDED GEAR UP AFTER THE PILOT ABORTED THE TAKEOFF ON RUNWAY 05R.
19910504014089A	NOSE GEAR COLLAPSED LANDING. PUT GEAR UP COLLAPSING MAINS. NOSE GEAR DRAG LINK FAILED DUE TO OVERLOAD.
19910504014159A	ON TAKEOFF ROLL STARTER WAS STILL ENGAGED TO RING GEAR REDUCING POWER. BOUNCED,VEERED OFF RUNWAY INTO TREES.
19910504014209A	CHIP LIGHT ON. LOSING OIL PRESSURE IN RIGHT ENGINE. SHUT DOWN. UNABLE FLIGHT ON LEFT ENGINE.COMPRESSOR BEARING FAIL
19910504014229A	AIRCRAFT WAS 90 DEGREES TO RUNWAY ALIGNMENT WHEN IT STRUCK THE GROUND WITH LEFT WING FIRST, CARTWHEELED ONE TIME.
19910504014239A	PILOT LOST CONTROL OF AIRCRAFT DURING HIGH SPEED TAXI RUN AND AIRCRAFT STRUCK PARKED 6713V,BOTH ACFT WERE DESTROYED
19910504014249A	REPORTED DUST DEVIL CAUSED LOSS OF CONTROL ON TAKEOFF. VEERED OFF RUNWAY AND NOSED OVER.
19910504016619A	RIGHT RUDDER CABLE FAILED ON LANDING ROLL. VEERED OFF RUNWAY INTO PARKED AIRPLANE. CABLE AREA VISIBLE IN CABIN.
19910504019109I	NR4 MAIN TIRE BLEW DURING LANDING ROLL. ANTI-SKID RELEASED ONLY THE RIGHT INBOARD POSITION WITH BRAKES APPLIED.
19910504019239I	LOST DIRECTIONAL CONTROL ON LANDING ROLLOUT. VERED RIGHT AND LEFT WING TIP STRUCK THE GROUND.
19910504019529I	PILOT FORGOT TO LOWER LANDING GEAR AND LANDED GER UP.
19910504019729I	UPON TOUCHDOWN ALL FOUR WHEELS WERE LOCKED. ALL FOUR MAIN TIRES BLEW ON ROLLOUT. SKIDDED DOWN RUNWAY.
19910504019999I	NR2 FIRE WARNING. RETURNED. BROKEN BOLT ON INJECTOR VALVE ALLOWED HOT AIR TO REACH FIRE LOOP.
19910504020049I	HYDRAULIC PRESSIRE FLUCTUATING. DIVERTED. LOOSE B NUT ON HYDRAULIC LINE OF GEAR ACUATOR. NO SEALS ON SWIVEL FITTING
19910504020699I	NOSE GEAR COLLAPSED ON LANDING ROLLOUT. STEERING LINK DID NOT ENGAGE AND GEAR CANTED.
19910504025549I	ON A CROSSWIND LANDING THE AIRCRAFT BOUNCED TWICE COMING TO REST ON NOSE.
19910504062889A	SEVERE TURBULENCE AT FL450. RAIN,HAIL AND THUNDERSTORM IN AREA. PASSENGERS AND FLIGHT ATTENDENT INJURED.
19910504063219A	JUMPERS AWAY. SPIRAL DESCENT. NON APPROVED JUMP DOOR CAUSED FLUTTER. DOOR WINDOW SEPARATED. LOST CONTROL. CRASHED.
19910505014059A	
19910505014079A	FIRST FLIGHT IN TYPE. MADE STEEP LOW ALTITUDE TURN AFTER TAKEOFF AND STALLED THE HOMEBUILT.
19910505014099A	FIRE ERUPTED IN FLIGHT NEAR FORWARD DOOR POST. LANDED AND AIRCRAFT TOTALLY BURNED. FUEL LINE AND WIRES IN DOOR POST
19910505014119A	FRONT ENGINE RECENT INSTALLED QUIT ON GO AROUND.ABORTED HIT FENCE. MANY DESCREPENCIES NOTED ON EINGINE INSTALLATION
19910505014139A	LOST DIRECTIONAL CONTROL LANDING. LEFT RUNWAY AND CARTWHEELED INTO HANGAR. BLAMED SHIFTING SURFACE WINDS.
19910505014149A	UNCOMMANDED RIGHT SPIN IN HOVER. RIGHT SKID HIT GROUND AND A DYNAMIC ROLLOVER TOOK PLACE.
19910505014179A	UNABLE TO CLIMB AFTER TAKE OFF FROM GRAVEL STRIP. NEAR STALL AND RISING TERRAIN, LANDING DIRT ROAD.
19910505014199I	WHILE STARTING ENGINE WITH FULL THROTTLE IT STARTED AT FULL POWER. LOST CONTROL AND AIRCRAFT HIT A PARKED AIRCRAFT.
19910505014219A	PRACTICE UNDER HOOD WITH SAFETY PILOT. SLOW AND OFF SIDE ON FINAL. SAFETY PILOT TOOK OVER TOO LATE. STALLED.
19910505014259A	LOST ENGINE POWER. AUTOROTATED INTO TREES. SPUR ADAPTER GEARSHAFT SPLINES FAILED. IMPROPER COMPRESSOR BOLT LOOSE.
19910505014269A	ENGINE LOST POWER. CRASH LANDED IN TREES.
19910505014279A	ENGINE QUIT DUE TO FUEL EXHAUSTION. NOSED OVER LANDING IN DIRT FIELD. RECENT INSTALLED GASCOLATOR BECAME DISLODGED.
19910505014319A	VAN DRIVER FAILED YIELD RIGHT OF WAY TO TAXIING AIRLINER,COLLIDED WITH LEFT WING. DARK NIGHT. RAINING. LIGHTED RAMP
19910505014509A	CRASHED APPROACHING DESTINATION. NO GROUND LIGHTS AND LAKE IN AREA. NO MECHANICAL DEFECT. LITTLE RECENT LOGGED TIME
19910505015249A	LANDED AIR TAXI PASSENGER REMOTE MINE. WAS KNOCKED UNCONSCIOUS. HELICOPTER FOUND ABANDONED DAYS LATER. DESTROYED.
19910505016949A	ENGINE QUIT APPROACHING AIRPORT. ALLOWED ROTOR RPM DECAY. TUMBLED ON IMPACT. DID NOT USE CARB HEAT. GAUGE IN ERROR
19910505018979I	PILOT EXPERIENCED A ROUGH RUNNING ENGINE AND LANDED AT BUFFALO. FOUND A BEARING FAILURE OF TURBO.
19910505019209I	COMPRESSOR STALLS ON LEFT ENGINE AFTER TAKEOFF. RETURNED. UNABLE TO DUPLICATE PROBLEM.
19910505020239I	UNCOMMANDED TURN ON TAKEOFF ROLL. BRAKED BUT HIT WIND SOCK. MECHANICAL BRAKE TO BE REPLACED.
19910505020839I	NOSE GEAR COLLAPSED UPON CONTACT WITH THE RUNWAY.
19910505020969I	ELECTRICAL FAILURE IN FLIGHT. DIVERTED TO CEDAR CITY. LANDED SAFELY.
19910505023009I	UNABLE TO RETRACT NOSE GEAR. EXTENDED GEAR AND RETURNED. NOSE GEAR COLLAPSED ON LANDING.
19910505025369I	MADE GO-AROUND WITH 30 DEGREES OF FLAPS. CONCERN ABOUT POOR PERFORMANCE. ELECTED TO LAND IN PASTURE.
19910505035469I	3 JUMPERS EXITED TOGETHER AND DEPLOYED MAIN CHUTES. 2 CANOPIES ENTANGLED. 1 RESERVE CHUTE TANGLED. OTHER TOO LATE.
19910505062909I	WHEN WEATHER DETERIORATED PILOT LANDED WITHOUT CONTACTING ATC. APPROPRIATE NAVIGATION CHARTS NOT IN HIS POSSESSION.
19910506014019A	CRASHED 10 MILES FROM AIRPORT. VFR,NO FLIGHT PLAN,NO MECHANICAL PROBLEM FOUND.
19910506014039I	LOST DIRECTIONAL CONTROL ON A CROSSWIND LANDING. DEPARTED LEFT SIDE OF RUNWAY.
19910506014349A	STUDY INDICATES IN FLIGHT BREAKUP OF AIRCRAFT AT 5100 FT ON DESCENT AT 205 KNOTS. HANDBOOK STATES VNE AS 195 KNOTS
19910506014429A	ENGINE QUIT AT END OF PASS OVER ORCHARD. AUTOROTATED INTO TREES. LESS THAN ONE GALLON FUEL ON BOARD.
19910506014439A	LANDED LONG ON SHORT NARROW RUNWAY IN CROSSWIND. UNABLE TO STOP ON RUNWAY. RAN OFF END INTO FENCE AND DITCH.
19910506015499A	ENCOUNTERED SEVERE TURBULANCE AND SEVERE DOWNDRAFT TRYING TO LAND ON PRIVATE STRIP. TRIED GO AROUND BUT HIT RUNWAY.
19910506017929A	ENGINE THREW A ROD AND COCKPIT FILLED WITH SMOKE. CRASH LANDED. NO OIL FOUND IN ENGINE AND NO OIL STAINS.
19910506019019I	THROTTLE COULD NOT BE REDUCED ON LANDING ROLLOUT. DEPARTED END OF RUNWAY.
19910506019969I	LOST TORQUE ON LEFT ENGINE. DIVERTED FOR LANDING. UNABLE TO DUPLICATE.
19910506025539I	PILOT PRACTICING TOUCH AND GO LANDINGS LANDED WITH GEAR RETRACTED.
19910506031629I	PILOT MADE A HARD LANDING. MADE A GO AROUND AND NOSE WHEEL COLLAPSED ON SECOND TRY.
19910506031849I	PILOT STATED BRAKES INEFFECTIVE ON WET RUNWAY. SUSPECT HYDROPLANING. RIGHT GEAR COLLAPSED TURNING ONTO TAXIWAY.
19910506031959I	ENGINE LOST POWER ON LOCAL PLEASURE FLIGHT. FORCED LANDING ON CITY STREET.
19910506065329A	LOST CONTROL AND GROUND LOOPED ON LANDING ROLL.
19910506065339A	WING TIP STRUCK POWERLINE DURING SPRAY RUN. ELECTED TO LAND OFF AIRPORT TO CHECK DAMAGE CAUSING MORE DAMAGE.
19910507014309A	MAIN ROTOR DRIVE BOLTS FAILED. CRASHED ON APARTMENT ROOF ON FORCED LANDING. SHAFT WAS OVERHEATED. POOR MAINTENANCE.
19910507014331A	STRUCK TAIL OF 310C WHILE CHANGING  POSITION DURING NIGHT FORMATION FLYING. UNREGISTERED 310 TAIL LIGHT INOPERATIVE
19910507014332A	WAS STRUCK FROM REAR BY N106MA DURING NIGHT FORMATION FLYING WHEN IT WAS CHANGING POSITION. TAIL LIGHT INOPERATIVE.
19910507014359A	STALLED INTO TREES ON CLIMBOUT. 13 YEAR OLD PASSENGER REPORTEDLY TRIED TO AID PILOTS SHALLOW CLIMB BY FULL AFT YOKE
19910507014389I	STRUCK A POWERLINE ON AERIAL SURVEY. WIRE WRAPPED AROUND TAIL BOOM BREAKING ROTOR DRIVESHAFT. FORCED LANDING.
19910507014409A	FUEL EXHAUSTION STOPPED BOTH ENGINES DURING FIRST SOLO. LOW FUEL,INACCURATE GAUGES,NO VISUAL CHECK BOOST PUMP OFF.
19910507014449A	ELEVATOR BECAME JAMMED ON WATER TAKEOFF. CUT POWER AND STALLED. FOUND RUSTY SCREW DRIVER. APPEARS JAMMED CONTROL.
19910507014529I	DEPARTED CENTER LINE ON ROLLOUT. CAME TO A STOP AND GENTLY NOSED OVER. FOUND A FAULTY RIGHT GEAR BRAKE ASSEMBLY.
19910507018889I	ENGINE FIRE AFTER LANDING. USED FIRE EXTINGUISHER. SUSPECTS ALTERNATOR AND ASSOCIATED WIRING WAS SOURCE OF FIRE.
19910507020989I	ENGINE QUIT WHEN PILOT APPLIED POWER ON A SLIP. FORCED LANDING. MAGNETO IMPULSE COUPLER SPRING BROKE.
19910507037759I	WHILE AIRCRAFT BEING REPOSITIONED FOR TAKEOFF THE NOSE WHEEL FELL IN HOLE ON BEACH AIRSTRIP.
19910507052429I	NR2 OIL PRESSURE DIFFERENTIAL LIGHT ON DURING CLIMB. RETURNED. FOUND A RUPTURED OIL AIR HEATER LINE.
19910508014519I	STUDENT LOST ON CROSSCOUNTRY FLIGHT. FUEL EXHAUSTION. FORCED LANDING IN A FIELD. NOSED OVER ON ROLLOUT.
19910508014539A	REPORTED LOWER LOSS. CRASH LANDED. NO ENGINE DEFECTS FOUND.
19910508014909I	PILOT LANDED ON RUNWAY NOTOMED CLOSED EXCEPT SKIS. DAMAGED NOSE ASSEMBLY ON SNOW COVERED MUD RUNWAY.
19910508016969A	ENGINE QUIT ON DOWNWIND. STRUCK POWERLINE AND TREES ON FORCED LANDING. CARBURETOR ICING.
19910508018929I	UNABLE TO LOWER NOSE GEAR. PILOT LANDED WITH NOSE GEAR UP.
19910508020019I	LOST DIRECTIONAL CONTROL AND RAN OFF RUNWAY.
19910508030059I	FUEL EXHAUSTION ON A CROSSCOUNTRY FLIGHT. FORCED LANDING IN A FIELD.
19910509014869I	SEVERE CLEAR AIR TURBULENCE EN ROUTE. IMMEDIATE DESCENT TO LOWER ALTITUDE. CONTINUED TO DESTINATION.
19910509014871A	ON SPRAY TURN AROUND COLLIDED HEAD ON WITH N3633Q THAT WAS IN TURN CLIMBOUT FROM AG STRIP. FAILED TO NOTE OTHER.
19910509014872A	ON TURNING CLIMBOUT COLLIDED HEAD ON WITH N4012Y THAT WAS ON SPRAY TURN AROUND FROM NEARBY FIELD. FAILED NOTE OTHER
19910509014889A	RAN LEFT TANK DRY. FAILED TO SWITCH TO FULL RIGHT TANK. FAILED TO FLARE PROPERLY ON FORCED LANDING.
19910509014899A	IMPACTED NEAR VERTICAL BETWEEN POWERLINES.
19910509014919A	LOST OIL PRESSURE ON CLIMBOUT AND ENGINE BLEW UP. TRIED RETURN. STALLED INTO BAY. OIL COOLER LINES DETERIORATED.
19910509014929A	STRUCK WIRES EN ROUTE AND CRASHED INVERTED. REPORTED LATER WAS TRYING TO LAND ON ROAD DUE VIBRATION. UNVERIFIED.
19910509015259A	BECAME MISSING ON AIR TAXI POSITIONING FLIGHT TO DRY TORTUGAS. FOUND LATER SUBMERGED IN GULF. PILOT NOT FOUND.
19910509015509A	ATTEMPTED LANDING IN CROSSWIND ON PRIVATE STRIP IN FRONT OF,HOUSE WING HIT CARPORT. JAMMED AILERON WENT DOWN BANK.
19910509018959I	STUDENT TURNED OFF RUNWAY ONTO TAXIWAY INTO GRASS. NOSE GEAR ENTERED SOFT DITCH AND PROPELLER HIT DIRT.
19910509019629I	WHILE TAXIING TO RAMP THE LEFT MAIN GEAR CONTACTED A SOFT PLOWED AREA. CAUSED TAIL TO RISE UP. AIRCRAFT NOSED DOWN
19910509020249I	ENGINE FAILED IN CLIMB. FORCED LANDING IN FIELD. ENGINE HAD FAILED ONCE FEFORE.
19910509020689I	ENCOUNTERED SEVERE TURBULENCE DURING CLIMB. RETURNED. ONE CREW AND TWO PASSENGERS SLIGHTLY INJURED.
19910509023109I	UNABLE TO EXTEND NOSE GEAR. TOWER ADVISED IT WAS COCKED. LANDED AND NOSE GEAR COLLAPSED ON ROLLOUT.
19910509024189I	ENGINE QUIT. FORCED LANDING IN A FIELD. GROUND WAS MUDDY AND NOSE GEAR FOLDED UNDER AIRCRAFT. CRANKCASE AT FAULT
19910509025569I	AIRCRAFT VIBRATING IN CRUISE. LANDED WITHOUT INCIDENT. TIP CAP ON ROTOR BLADE HAD SEPARATED.
19910509038009I	UNABLE TO LOCK GEAR IN DOWN POSITION. GEAR COLLAPSED ON LANDING.
19910509060159I	RIGHT ENGINE STOPPED IN FLIGHT. LATER LEFT LOW FUEL LIGHT CAME ON. LANDED WITHOUT FURTHER INCIDENT.
19910510015239A	BLEW A CYLINDER LEFT ENGINE ON TAKEOFF. FAILED TO FEATHER AND TRIED TO RETURN.STALLED, TURNING INTO AFFECTED ENGINE
19910510015329A	ENGINE QUIT ON INITIAL CLIMBOUT. FORCED LANDING ON RUNWAY COLLAPSING NOSE GEAR. FAILED TO USE CARBURETOR HEAT.
19910510015479A	CRASHED AND FLIPPED OVER DURING A SPRAY RUN. INDICATIONS ARE FUEL EXHAUSTIN. PILOT HEAD INJURY CAUSED AMNESIA.
19910510019459I	SMOKE IN COCKPIT. LANDED SAFELY. SMOKE SOURCE WAS A SHORTED LEFT WING LANDING LIGHT SWITCH.
19910510019699I	STRATUS CLOUD LAYER TRAPPED PILOT ON TOP. ATC VECTORED NON IFR RATED PILOT TO VFR LANDING. EXPIRED MEDICAL.
19910510019989I	ENGINE COWLING CAME LOOSE AFTER TAKEOFF. RETURNED. LANDED SAFELY.
19910510021039I	BLEW RIGHT MAIN TIRE ON TOUCHDOWN. AIRCRAFT BROUGHT TO A SAFE STOP.
19910510021149I	HARD LANDING ON A TOUCH AND GO LANDING. FLEW TO ELIZABETHTOWN AND LANDED ON GRASS BESIDE RUNWAY.
19910510021279I	STRONG CROSSWIND ON TAKEOFF ROLL. LOST CONTROL AND AIRCRAFT GROUND LOOPED. SHEARED OFF RIGHT GEAR.
19910510021649I	ENGINE QUIT ON INITIAL CLIMBOUT. FORCED LANDING IN A FIELD.
19910510022799I	STUDENT PILOT ON A CROSSWIND LANDING GROUND LOOPED THE AIRCRAFT. DRAGGED WING TIP.
19910510024519I	LOST DIRECTIONAL CONTROL ON ROLLOUT. VEERED OFF RUNWAY. A BROKEN TAILWHEEL SPRING CAUSED LOSS OF CONTROL.
19910510024609I	AIRCRAFT GROUND LOOPED ON LANDING ROLLOUT. LEFT GEAR COLLAPSED. HAD STRONG GUSTY CROSSWIND.
19910510024709I	ENGINE DID NOT RESPOND TO APPLICATION OF POWER ON DESCENT TO AIRPORT. FORCED LANDING ON HIGHWAY.
19910510030439I	PASSENGER SMOKED A CIGARETTE WHILE FLYING ON A NO-SMOKING FLIGHT BETWEEN SAN JUAN AND NEWARK AIRPORT.
19910510032129I	JUMPER TUMBLING ON DESCENT. OPENED RESERVE CHUTE. BECAME ENTANGLED AND IT PARTIALLY DEPLOYED. INJURED SERIOUSLY.
19910510037939A	CFI HAD STUDENT MAKE SOFT FIELD TAKEOFF IN GUSTY CROSSWIND. GUST LIFTED WING. LOST CONTROL.
19910511015229A	VEERED OFF RUNWAY AND NOSED OVER ON DOWNWIND LANDING.
19910511015279A	TOO SLOW ON FINAL,WOBBLED,STALLED,AND CRASHED. ON CHECKOUT IN NEWLY PURCHASED AIRCRAFT.
19910511015289A	STALLED AND ENTERED SPIN ON NOSE HIGH CLIMBOUT. IMPACT NEAR VERTICAL. NEAR GROSS WEIGHT AND HIGH DENSITY ALTITUDE.
19910511015299A	BOTH ENGINES QUIT AFTER DEPARTING WITH MINIMUM FUEL. ON FORCED LANDING STRUCK TREES. NO FUEL ONBOARD AT SCENE.
19910511015309A	RAN OUT OF FUEL SHORT OF DESTINATION. CLEARING A POWERLINE STALLED INTO ORANGE GROVE.
19910511015311A	MADE STRAIGHT IN APPROACH.COLLIDED ON ROLLOUT WITH N95170 THAT WAS LANDING ON A CROSSING RUNWAY.DID NOT SEE TRAFFIC
19910511015312A	WHILE CROSSING RUNWAY INTERSECTION ON LANDING ROLL EMPANNAGE WAS STRUCK BY N2190 THAT CAME STRAIGHT IN OTHER RUNWAY
19910511015359A	BOUNCED ON HARD LANDING CAME DOWN ON NOSEWHEEL AND COLLAPSED IT UNDER NOSE SECTION. LACKED 90 DAY SOLO ENDORSEMENT.
19910511015369A	LOST CONTROL ON LANDING ROLL. RAN OFF RUNWAY AND NOSED OVER. POSSIBLE DUST DEVIL ON RUNWAY.
19910511015379A	ENGINE VIBRATION DIVERTED N14. ENGINE QUIT ON FINAL. LANDED HARD. OIL FILTER ADAPTER CAME LOOSE LOST ALL OIL.
19910511015389I	PILOT TAXIED AIRCRAFT OUT OF THE HANGAR INTO A DITCH AT EDGE OF RAMP. REPORTED TO BE UNDER THE INFLUENCE OF ALCOHOL
