c5	remark
19800816086839I	PILOT CRASHED DURING SIMULATED FORCED LANDING.
19800817035889A	STUDENT PILOT LANDING IN GUSTY WIND ALLOWED HELICOPTER TO ROLL OVER ON TOUCHDOWN.
19800817036149A	ENG QUIT DUE TO FUEL EXHAUSTION 2 MILES FROM DESTINATION. CRASH LANDED IN RESIDENTIAL AREA. GEAR DOWN, FLAPS UP.
19800817036239A	PILOT PANICKED ON GO AROUND FROM A BAD LANDING. HELD FULL BACK PRESSURE UNTIL AIRPLANE MUSHED INTO GROUND.
19800817036429A	PILOT ATTEMPTED TURN IMMEDIATELY AFTER TAKEOFF. LEFT WING CONTACTED GROUND. AIRPLANE CRASHED ON AIRPORT.
19800817036649A	ENGINES QUIT ON FINAL APPROACH FOR LANDING. FUEL SELECTORS ON EMPTY TANKS.
19800817037589A	TRIED TO OUTCLIMB RISING TERRAIN IN MOUNTAIN PASS WITH GEAR & FLAPS DOWN. STRUCK TREES ON MOUNTAINSIDE.
19800817056099A	ENGINE QUIT ON UP-WIND PATTERN. CRASH-LANDED IN SANDY FIELD. ONE FUEL TANK DRY. DISPATCHED WITHOUT FUEL ON BOARD.
19800817067329I	ABORTED TAKEOFF DUE TO BLOWN TIRES.
19800817067339I	LOST POWER IN STEEP CLIMB. UNABLE TO RESTART. DAMAGED AIRCRAFT INFORCED LANDING. SUSPECT CARBURETOR ICING.
19800817067359I	PILOT COULD NOT RESTART ENGINE DUE TO LIMITED FLOW OF FUEL. LANDED SHORT OF RUNWAY.
19800817067369I	FLIGHT CLEARED TO TAXI VIA 31W BUT TURNED ON 32W,TAXIED AND RAN OFF END OF TAXIWAY,80 FEET EAST OF CONCRETE SURFACE
19800817067379I	NON CERTIFICATED PERSON TETHERED HOT AIR BALLOON TO TRUCK. WIND LIFTED TRUCK OFF GROUND, INJURING GIRL IN TRUCK.
19800817067389I	DURING START OF TOW GLIDER, SWERVED AND STRUCK A PARKED PLANE.
19800817067409I	PILOT INADVERTENTLY RETRACTED LANDING GEAR.
19800817067419I	PILOT TAKING OFF FROM SOD STRIP LOST DIRECTIONAL CONTROL, WENT INTO DITCH.
19800817067429I	LANDING GEAR WOULD NOT EXTEND DUE TO FAULTY SOLENOID VALVE.
19800817067439I	PILOT ENTERED AND LANDED IN A CONTROLLED ZONE WITHOUT CONTACTING TOWER. HIT FENCE DURING TAXI.
19800817067519I	AIRCRAFT LOST PRESSURIZATION. OUTFLOW VALVE FAILED.
19800817081579I	NOSE GEAR RETRACTED ON TAKEOFF ROLL. PILOT FAILED TO CHECK GEAR HANDLE POSITION.
19800817082809A	STRUCK WIRE FLYING LOW IN A CANYON. IMPACT SEVERED GASCULATOR. EMEMGENCY LANDING IN UNSUITABLE TERRAIN.
19800817083439I	AIRCRAFT STRUCK TAXIWAY LIGHT WITH PROPELLER.
19800817086569I	PILOT FAILED TO LOWER THE GEAR BEFORE LANDING.
19800818036129A	AXLE BROKE DURING TAKEOFF. CRASH OCCURRED DURING LANDING ON ONE WHEEL.
19800818036229A	OVERGROSS, HAD BEEN DRINKING. ENGINE MISSING DUE TO DIRT & CORROSION IN CARB. STALLED ON CLIMBOUT. HIT RESIDENCE.
19800818036479A	REPORTED ENGINE QUIT EN ROUTE. OVERSHOT EMERGENCY LANDING AREA. NO ENGINE DEFECTS FOUND.
19800818036529A	UNABLE TO ACCELERATE ON RUNWAY WITH SOFT GROUND AND WET GRASS. PULLED IT OFF AT RUNWAY END SETTLED INTO TALL CORN.
19800818036559A	ENGINE QUIT DURING SPRAY RUN,AIRCRAFT FLIPPED INVERTED DURING ATTEMPTED EMERGENCY LANDING.
19800818036879A	STRUCK POWER LINE DURING SPRAY RUN. WIRES NOT MARKED. DID NOT USE FIELD SPOTTER TO CHECK FOR WIRES.
19800818037349A	AG PILOT COULD NOT CLIMB OUT WITH FULL LOAD. DUMPED LOAD, BUT STILL HIT CORN FIELD. NEEDED MORE RUNWAY FOR LOAD.
19800818038809A	STUDENT PILOT LOST CONTROL AFTER LANDING. AIRPLANE WENT OFF RUNWAY.
19800818067459I	PROPELLER RPM SLOWLY INCREASING IN CRUISE, FLIGHT TERMINATED. FOUND CRACKED PROPELLER GOVERNOR OIL LINE TUBE.
19800818067469I	HYDRAULIC "A" SYSTEM FAILURE DUE TO FAILED BOLTS ON FLAP SELECTOR VALVE.
19800818067489I	HARD LANDING MADE BY STUDENT PILOT.
19800818067509I	PILOT WAS HIGH ON THE APPROACH, REDUCED POWER FOR NOSE UP DESCENT. LANDED SHORT IN A HIGH RATE OF DESCENT.
19800818067529I	SMOKE IN COCKPIT DURING CLIMB, RETURNED TO AIRPORT. AIR CONDITIONING MOTOR HAD BURNED OUT.
19800818067539I	PILOT CAUSED MINOR DAMAGE TO THE PROPELLER IN HARD LANDING.
19800818067549I	HARD LANDING IN GUSTY CROSSWIND. DAMAGE TO THE PROP TIPS AND ON WING TIP.
19800818067559I	PILOT LOST DIRECTINAL CONTROL AFTER LANDING.
19800818067569I	ENGINE BECAME ROUGH AND QUICKLY LOCKED UP. MASTER ROD HAD FAILED.
19800818067579I	PLANE RETURNED DUE TO LOSS OF PRESSURIZATION. PRESSURE SENSOR SWITCH, OUTFLOW VALVE AND DOOR SEALS WERE REPLACED.
19800818080899I	AIRCRAFT MOVED FORWARD SUDDENLY AFTER ENGINE START AND STRUCK PARKED AIRCRAFT.
19800818081589I	PORPOISED ON LANDING, DAMAGING PROP AND NOSE GEAR.
19800819036439A	MADE PREMATURE LIFT OFF, NEAR STALL ON CLIMB, NOSED DOWN TO OBTAIN SPEED HIT POWER POLE AND TREES.
19800819036579A	PILOT CLAIMED ENGINE MALFUNCTION AND MADE EMERGENCY LANDING ON UNSUITABLE TERRAIN. NO EVIDENCE OF ENGINE PROBLEM.
19800819036619A	
19800819036739A	FLARED TOO HIGH ON LANDING. BOUNCED, PORPOISED, COLLAPSED NOSE GEAR.
19800819036799A	HELICOPTER HIT BY STRONG GUST THAT MAY HAVE UNLOADED ROTORS, WHILE SLOWING FOR TOUCH DOWN. DROPPED 20 FT TO IMPACT.
19800819036829A	UNSKILLED IN TAIL WHEEL TYPE. GROUND-LOOPED IN LANDING ROLL. COLLAPSED LEFT MAINGEAR.
19800819036939A	ENGINE QUIT. MADE AUTOROTATION LANDING ON SOFT GROUND. ROLLED OVER. CONDITIONS GOOD FOR CARB ICE. CARB HEAT OFF.
19800819037449A	LOST DIRECTIONAL CONTROL OF AIRPLANE ON LANDING. GROUND-LOOPED OFF RUNWAY.
19800819038839A	EXCEEDED DESIGN LOAD LIMITS OF GLIDER WHILE PRACTICING ACROBATICS AT AN UNSAFE ALTITUDE. UNSKILL IN MANUEVER.
19800819039089A	ENGINE FAILED AFTER TAKEOFF. AIRCRAFT CRASHED INTO TREES.
19800819040989A	TRIED TO LIFT HELICOPTER OFF FLAT BED IN A VERTICAL TAKEOFF. REAR SKID NOT INTIED. HELICOPTER ROLLED OVER.
19800819042269A	AG PILOT STRUCK TREES DURING PULL-UP SWATH RUN.
19800819065219I	INBOARD WHEEL ASSEMBLY SEPARATED FROM AIRCRAFT ON TAKEOFF.
19800819066649A	STRUCK TREES DURING NIGHT LANDING ATTEMPT ON DIRT ROAD. NARCOTICS ON BOARD.
19800819081769I	CABIN DOOR CAME OPEN DURING ACCELERATION FOR TAKEOFF. REJECTED THE TAKEOFF. DOOR HAD BEEN CLOSED BY A PASSENGER.
19800819088349A	STALLED ON FINAL, PARTIALLY RECOVERED, ALLOWED AIRCRAFT TO FLY INTO TREES ON EDGE OF RUNWAY.
19800819089169I	STUDENT PILOT LOST NOSEWHEEL ON LANDING. AXLE STUD MISSING NUT AND COTTER PIN.
19800820036159A	LANDING GEAR RETRACTED ON LANDING ROLL. FOUND A SHORT IN LANDING GEAR MOTOR.
19800820036409A	PILOT REPORTED ENGINE LOST POWER ON POWER LINE PATROL. CRASHED INTO TREES. NO ENGINE MALFUNCTIONS FOUND.
19800820036569A	PILOT MADE IMPROPER LEVEL OFF AND STRUCK GROUND ON SWATH RUN CAUSING CRASH.
19800820036889A	CROP DUSTER WAS TURNING TO GO UNDER WIRES, WING HIT CROP, PLANE CRASHED IN COTTON FIELD.
19800820037699A	DURING GO AROUND ENGINE QUIT,AIRCRAFT CRASHED INTO LAKE.
19800820037729A	LANDED LONG DOWNWIND IN HEAVY RAIN. RAN OFF DEPARTURE END OF RUNWAY.
19800820038909A	RAN OUT OF FUEL 5 MILES FROM DESTINATION AIRPORT
19800820040949A	PILOT REPORTED AIRPLANE PORPOISING, LOSING EMMPANAGE. WRECKAGE NOT FOUND. HIGH MAINTENANCE RECORD ON EMMPANAGE.
19800820041629A	ENGINE QUIT DUE TO FUEL EXHAUSTION. CRASH-LANDED IN TREES.
19800820045319A	CLOUDS OBSCURED MOUNTAIN TOPS. COULD NOT FIND DESTINATION. RAN OUT OF FUEL. CRASH LANDED ON A ROAD.
19800820057279A	LANDED FAST WITHOUT FLAPS. RAN OFF END OF RUNWAY INTO A DITCH.
19800820063269A	SOLO STUDENT PILOT MADE HARD CRABBED LANDING. AIRPLANE VEERED OFF RUNWAY. COLLAPSED NOSE GEAR.
19800820066309I	LANDED ISLIP MACARTHUR AIRPORT WITH INCREASING VIBRATION. PITCH CHANGE HORN BEARING SHOWED EVIDENCE OF LUBE LOSS
19800820066319I	PILOT MAKING NIGHT LANDING AT UNLIGHTED AIRPORT. STRUCK WIRES AT DEPARTURE END ON GO AROUND, NEXT TRY SUCCESSFUL.
19800820066339I	PILOT CHANGED FUEL SELECTOR IN THE TRAFFIC PATTERN, SELECTED AN EMPTY TANK.
19800820066359I	TAKEOFF ABORTED DUE TO DROP IN EPR AND FLUCTUATING FUEL FLOW. CHANGED FUEL CONTROL AND EPR TRANSMITTER.
19800820066369I	FLAP INDICATOR STUCK WHEN FLAPS LOWERED TO 15 DEGREES. AN 8 X 1 FOOT SECTION OF THE FLAPS SEPARATED AT 40 DEGREES.
19800820066389I	GEAR ONLY PARTIALLY EXTENDED DUE TO BENT ACTUATOR. PREVIOUS BRAKE AND TIRE FAILURE HAD BENT THE ROD.
19800820069729I	DIVERTED DUE TO SUSPECTED ANTI-SKID MALFUNCTION. PROBLEM FOUND TO BE MALFUNCTION IN WARNING SYSTEM LIGHTS.
19800820080839I	MAIN GEAR SPRING BROKE DURING TAXI CAUSING PROP TO STRIKE GROUND.
19800820081299I	AIRCRAFT LANDED WITH GEAR NOT FULLY EXTENDED. GEAR MOTOR GROUND WIRE LOOSE. GEAR HORN IMPROPERLY ADJUSTED.
19800820081849I	INSTRUCTOR AND STUDENT PRACTICING LANDINGS, FAILED TO LOWER THE GEAR BEFORE TOUCHDOWN.
19800820082739I	PILOT LANDED LONG AND FAST, PORPOISED, DAMAGED PROP AND FRONT WHEEL WELL DOORS.
19800821036289A	MADE HARD DOWNWIND LANDING ON HELIPORT. LOW ROTOR RPM.
19800821036309A	BRAKES FAILED DURING LANDING. PILOT ATTEMPTED GO AROUND TO LATE AND AIRPLANE CRASHED OFF END OF RUNWAY.
19800821036349A	STUDENT PILOT LOST CONTROL OF PLANE ON LANDING. LEFT RUNWAY AND HIT TREE.
19800821036669A	AIRCRAFT ENGINE FAILED DUE TO FUEL VENT BEING CLOGGED. AIRCRAFT DAMAGED DURING FORCED LANDING.
19800821036819A	PILOT REPORTED ENGINE LOST POWER FROM WATER IN FUEL. FAILED TO DRAIN SUMPS.
19800821036969A	
19800821036999A	ENGINE MALFUNCTION OCCURRED DURING TAKEOFF. AIRCRAFT HIT ANOTHER AIRCRAFT AT END OF RUNWAY AND CRASHED AND BURNED.
19800821037139A	AG PLANE FAILED TO CLIMB AFTER TAKEOFF. SETTLED INTO TREES. PILOT FAILED TO USE PROPER FLAPS FOR SHORT FIELD.
19800821037149A	REPORTED DOWNDRAFT CAUSED LOW FINAL. STRUCK FENCE AT APPROACH END OF RUNWAY. LANDED DOWNWIND.
19800821037159A	LOST DIRECTIONAL CONTROL OF AIRPLANE ON TAKEOFF RROLL. REPORTED STEERING DEFECT. NONE FOUND.
19800821037279A	HULL OF AMPHIBIAN STRUCK BOTTOM DURING WATER TAXI. AIRPLANE WAS LOADED OVER GROSS WEIGHT.
19800821037569A	PILOT LANDED FAST AND RAN OFF END OF RUNWAY AND FLIPPED INVERTED.
19800821037669A	ENGINE QUIT ON FINAL. AIRPLANE STRUCK HILL OFF APPROACH END OF RUNWAY. FUEL SELECTOR ON EMPTY TANK.
19800821041899A	PILOT USED BRAKES EXCESSIVELY DURING ROLLOUT. NOSED OVER.
19800821058379A	ENGINE FAILED RIGHT AFTER TAKEOFF. AIRPLANE CRASHED OFF END OF RUNWAY.
19800821066059A	SEAPLANE DEVELOPED HIGH SINK RATE ON PRACTICE FORCED LANDING. BOUNCED SEVERAL TIMES.FLOWN BACK TO BASE.WARPED WING.
19800821077049I	TOUCHED DOWN AT EXCESSIVE SPEED, UNABLE TO STOP ON THE RUNWAY.
19800821077069I	GEAR HAD BEEN EXTENDED FOR LANDING ON TRAINING FLIGHT. SOMEHOW IT WAS RETRACTED ON SHORT FINAL.
19800821082659I	PRIVATE PILOT RECEIVING INSTRUCTION. FAILED TO EXTEND THE LANDING GEAR.
19800821082689I	NOSE WHEEL LOCKED UP, WHEEL AND AXLE SEPARATED FROM THE FORK.
19800821084529I	#1 ENGINE LOST POWER AND STARTED SMOKING. PILOT MADE EMERGENCY LANDING. LEFT TIRE BLEW. RETAINER CLIP BROKEN.
19800822036809A	ELEVATOR JAMMED ON TAKEOFF. ABORTED LATE, RAN OFF END RUNWAY. NOSED OVER. LOOSE INSTRUMENT PANEL. JAMMED CONTROLS.
19800822037299A	PILOT TAXIING ON WATER FAILED TO MAKE TURN BECAUSE HE WAS TAXIING TOO FAST.
19800822037319A	AIRCRAFT WOULD NOT CLIMB AFTER TAKEOFF DUE TO LACK OF POWER AND CRASHED INTO A HOUSE OFF END OF RUNWAY.
19800822037479A	PILOT SAID AIRCRAFT HIT DOWNDRAFT AFTER TAKEOFF. HE WAS UNABLE TO AVOID CRASH.
19800822037489A	HELICOPTER RAN OUT OF FUEL AND CRASHED DURING AN AGRICULTURE SPRAY OPERATION.
19800822037559A	VALVE STEM BROKE. ENGINE QUIT, STALLED AIRPLANE ATTEMPTING EMERGENCY LANDING. AIRPLANE WAS OUT OF ANNUAL.
19800822037709A	ENGINE FLAMED-OUT. MADE HARD AUTOROTATION LANDING. SEVERED TAIL BOOM. FOUND FUELLINE DISCONNECTED.
19800822037859A	PILOT STALLED AIRCRAFT MAKING LOW PASS OVER ROAD IN PREPARATION FOR LANDING.
19800822039229A	LOST CONTROL IN CROSSWIND LANDING AIRPLANE RAN OFF SIDE OF RUNWAY INTO A FENCE.
19800822066099I	GEAR UNSAFE LIGHT ON, AIRCRAFT LANDED SAFELY. DOWN LOCK WARNING WIRE WAS SHORTED.
19800822066119I	PILOT FAILED TO EXTEND THE LANDING GEAR.
19800822066129I	COMPLETE RADIO FAILURE IFR. PILOT CONTINUED IN AND LANDED IN VFR CONDITIONS. POWER SUPLY CANNON PLUG SPRUNG.
19800822066139I	PILOT MAKING SHORT FIELD APPROACH CAUGHT LIP AT APPROACH END OF THE RUNWAY. LANDING GEAR DAMAGED.
19800822066149I	PILOT LANDED WHEELS UP. HAD PLACED SWITCH IN THE DOWN POSITION BUT FAILED TO CHECK. CIRCUIT BREAKER WAS OUT.
19800822066159I	LANDING GEAR HAD JUST BEEN SERVICED AND WAS BEING TEST FLOWN.NOSE GEAR WOULD NOT EXTEND FULLY, COLLAPSED.
19800822077059I	ENGINE FAILED WHILE SPRAYING.
19800822077149I	STRUCK POWER LINE OBSCURED BY TREES WHILE SPRAYING.
19800822077559I	ON LANDING WHILE DEMONSTRATING AGRICULTURAL COMPETENCY PILOT LOST CONTROL. WING TIP STRUCK GROUND.
19800822081379I	RAN OFF END OF RUNWAY AFTER LANDING DOWNWIND.
19800822082159I	STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN ON SUPERVISED SOLO STUDENT WAS TOO FAST AT TOUCHDOWN.
19800822082669I	PASSENGER ACCIDENTLY LIFTED THE LANDING GEAR AFTER LANDING. SWITCH WAS LIFTED AS SHE WAS CLOSING A BOOK.
19800822082679I	HYDRAULIC FAILURE DUE TO AIR IN THE SYSTEM. SYSTEM HAD BEEN SERVICED AFTER PREVIOUS FLIGHT.
19800822082749I	BRAKES INOPERATIVE AFTER LANDING. HYDRAULIC RESERVOIR WAS EMPTY, BRAKES HAD JUST BEEN REPLACED.
19800822082759I	PILOT NOT LINED UP WITH RUNWAY, HIT A GRAVEL PILE AND LOST DIRECTIONAL CONTROL.
19800822082779I	FLIGHT LANDED WITH LEFT ENGINE ON FIRE. CYLINDER EXHAUST RISERS BROKEN OFF AT CYLINDER AND COLLECTOR STACK.
19800822084449I	PILOT MADE UNSCHEDULEDLANDING ON A BEACH. IN ROLLOUT NOSE GEAR DUG INTO SAND CAUSING SUDDEN STOPPAGE.
19800822086849I	PILOT STRUCK POWERLINES DURING SIMULATED FORCED LANDING.
19800823036899A	PARTIAL POWER LOSS ON TAKEOFF. ABORTED, GROUND-LOOPED TO AVOID DROP-OFF AT END. CARB HEAT ON. LOOSE P LEAD ON MAG.
19800823036989A	HELICOPTER WAS LIFTING OFF FROM PLATFORM WHEN FAILURE OF CLUTCH OCCURRED.
19800823037009A	AG PILOT STRUCK WIRES DURING SPRAYING OPERATION.
19800823037029A	PILOT ENCOUNTERED TURBULENCE WHICH FORCED AIRCRAFT INTO GROUND CAUSING SUBSTANTIAL DAMAGE.
19800823037169A	AG PILOT STALLED AIRCRAFT IN PROCEDURE TURN. PLANE CAUGHT FIRE AFTER IMPACT.
19800823037199A	PILOT LOST ENGINE ON TWIN & CRASHED ATTEMPTING TO MAKE RUNWAY. NO MALFUNCTION DISCOVERED ON ENGINE.
19800823037239A	MADE HARD LANDING. LEFT WHEEL CAME OFF, AIRPLANE GROUND LOOPED, NOSED OVER. WHEEL BOLTS FAILED. IMPACT DAMAGED GEAR
19800823037439A	AIRPLANE WITH INSTRUCTOR AND STUDENT PILOT LANDED GEAR UP. NO LANDING GEAR MALFUNCTION.
19800823037639A	ENGINE MALFUNCTION CAUSED PILOT TO ABORT TAKEOFF. CRASH OCCURRED DURING EMERGENCY LANDING.
19800823038979A	
19800823039019A	PILOT FLYING LOW PRACTICING AERIAL APPLICATION HIT HIGH TENSION WIRES.
19800823039079A	DISTRIBUTOR SEIZED. ENGINE QUIT IN PATTERN. TRYING TO MAKE RUNWAY AND STRUCK TREES.
19800823040939A	FAILED TO FLARE ON LANDING. MAIN ROTORS CUT OFF TAIL BOOM ON HARD LANDING.
19800823057169A	CRASHED INTO OCEAN. WRECKAGE OR PILOT NOT RECOVERED. REPORTED TO BE ILLEGAL DRUGFLIGHT.
19800823066181I	TAXIING FLOAT PLANES PROP STRUCK WING TIP OF ANOTHER TAXIING FLOAT PLANE. STRUCK N9577G.
19800823066182I	MINOR DAMAGE WHEN STRUCK BY A 185, N70039, WHICH WAS TAXIING OUT.
19800823066199I	AIRCRAFT STRUCK FREE FALLING PARACHUTIST AT 5000 FEET.
19800823066209I	GEAR ON STARTER CLUTCH FAILED, SEVERAL TEETH WEDGED BETWEEN CAM GEAR AD GENERATOR DRIVE. CAM SHAFT FAILED.
19800823066219I	LANDED WITH GEAR PARTIALLY EXTENDED, COLLAPSED AT TOUCHDOWN. PILOT STATED THAT GEAR INDICATED DOWN AND SAFE.
19800823066229I	PILOT FAILED TO EXTEND LANDING GEAR.
19800823066239I	GEAR COLLAPSED DURING TAXI FROM LANDING. NO MECHANICAL DISCREPANCIES FOUND.
19800823066259I	AIR CONDITIONER PACK MALFUNCTIONED DURING CLIMB. FLIGHT RETURNED.
19800823077339I	WINGTIP STRUCK THE GROUND WHEN HIS WIG AND HAT BLEW INTO THE PILOTS EYES DURING AIRSHOW ACT.
19800823080969I	ELECTRICAL SYSTEM FAILURE DUE TO CORRODED BATTERY LEAD. PILOT DID NOT USE EMERGENCY PROCEDURE TO EXTEND GEAR.
19800823081139I	PILOT FAILED TO EXTEND GEAR. THROTTLE SETTING FOR GEAR HORN NOT PROPERLY ADJUSTED.
19800823081929I	TAILPIPE FIRE DURING START, NO COCKPIT INDICATION. PILOT DISCHARGED FIRE BOTTLES. NO DAMAGE, ENGINE CHECKED OK.
19800823082709I	RETURNED TO AIRPORT DUE TO LOSS OF POWER, CAUSED BY INSUFFICIENT FUEL PRESSURE. NO AUX OR ENGINE FUEL PUMP
19800823082719I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
19800823082729I	ATTEMPTED TO LAND WITH EXCESS SPEED. BOUNCED, PORPOISED, COLLAPSED NOSE GEAR, CAME TO REST PAST RUNWAY END.
19800824037189A	LANDED DOWNWIND. LOST DIRECTIONAL CONTROL. AIRPLANE GROUND-LOOPED OFF RUNWAY.
19800824037229A	PORPOISED ON LANDING. LOST CONTROL OF AIRPLANE.
19800824037249A	RIGHT BRAKE LOCKED ON LANDING. VEERED OFF RUNWAY. FLIPPED OVER.
19800824037289A	
19800824037519A	PORPOISED ON LANDING ON FIRST SOLO FLIGHT. COLLAPSED NOSE GEAR.
19800824037789A	PILOT ATTEMPTING LANDING ON GLASSY WATER. AIRCRAFT HIT HARD AND SANK.
19800824037829A	AIRPLANES WHEEL BROKE THROUGH TOP OF CESSPOOL WHILE TAXIING TO PARK. AREA WAS UNMARKED AND UNSAFE.
19800824037879A	MADE HARD LANDING TEN FEET SHORT OF RUNWAY. DAMAGED LANDING GEAR TRUNIONS.
19800824037959A	STUDENT PILOT LOST CONTROL OF AIRCRAFT DURING LANDING AND CRASHED INTO PARKED AIRCRAFT NEXT TO RUNWAY.
19800824038859A	NEGLECTED TO LOWER LANDING GEAR BEFORE LANDING. BLAMED TRAFFIC DISTRACTION.
19800824039199A	LOST ENGINE ON LAKE CROSSING FLIGHT. AIRPLANE LANDED IN LAKE, NOT FOUND. PILOT'S BODY RECOVERED.
19800824039619A	PILOT LANDED LIGHT TWIN ON PRIVATE STRIP, ONE WHEEL ENTERED SOFT SAND AND PULLED AIRCRAFT INTO FENCE.
19800824042799A	AIRCRAFT CRASHED WHEN PILOT ATTEMPTED GO-AROUND. THUNDERSTORM IN VICINITY.
19800824045329A	ENGINE LOST POWER ON TAKEOFF. ABORTED, LANDED ON LAST 3RD OF RUNWAY. RAN OFF END. PART OF EXHAUST MUFFLER MISSING.
19800824057729A	LOW ON FUEL. WAS TOO HIGH ON FIRST APPROACH TO RUNWAY. LANDED ON LAST 500 FEET OF ALTERNATE RUNWAY. RAN OFF END.
19800824064019I	ENGINE STOPPED DUE TO FUEL TANK EXHAUSTION. PILOT FAILED TO CROSSFEED OR CHANGE TANKS. SUSPECT FUEL SIPHONING.
19800824064029I	PILOT OVERSHOT, RAN OFF RUNWAY END.
19800824064039I	STUDENT CROSSCOUNTRY FLIGHT. RAN OUT OF FUEL ON THIRD SEGMENT. NONE ADDED SINCE FIRST DEPARTURE.
19800824064049I	LATE TO ABORT TAKEOFF. DRAGGED A WING TIP DURING SWERVE TO AVOID EMBANKMENT.
19800824064059I	EXPERIENCED JUMPER KILLED WHEN MAIN CHUTE DEPLOYED, SEPARATED, RESERVE CHUTE NEVER DEPLOYED.
19800824064069I	PILOT CALLED TOWER 5 MILES OUT ADVISING OF LOW FUEL. RAN OUT ON SHORT FINAL.
19800824064079I	RETRACT EXTEND BELLCRANK FOR THE NOSE GEAR BROKE DURING EXTENSION. NOSE GEAR COLLAPSED ON TOUCHDOWN.
19800824064089I	PILOT REFUELED FROM 55 GALLON DRUMS, DRAINED SUMPS AND STRAINER TWICE. ENGINE STOPPED AFTER LIFTOFF.
19800824064099I	NOSE GEAR EXTENSION FAILURE.
19800824064109I	PILOT WAS TOO HIGH AND TOO FAST ON FINAL. LANDED AND RAN OFF RUNWAY END.
19800824064129I	LANDED LONG AND HIT A FENCE WHILE TURNING OFF THE RUNWAY.
19800824064139I	INVESTIGATION REVEALED THAT A COAT HAD WRAPPED AROUND THE EMERGENCY CRANK. HAD CAUSED CB TO POP, GEAR NOT FULL DOWN
19800824064209I	MAIN CHUTE FAILED TO DEPLOY, RESERVE CHUTE DID NOT INFLATE. CONNECTOR LINK HAD SEPARATED.
19800824077039I	STICK SHAKER ON PERIODICALLY DURING CLIMB, CRUISE AND DESCENT. CAUSE COULD NOT BE FOUND.
19800824077089I	PILOT OVERSHOT THE RUNWAY, RAN OFF THE END AND STRUCK A DIRT PILE.
19800824077229I	ABORTED TAKEOFF DUE TO LOST POWER. WHILE TAXIING BACK TO GATE BRAKES CAUGHT FIRE.
19800824077529I	PILOT WAS DISTRACTED, FAILED TO EXTEND GEAR.
19800824081009I	LOUD POP FOLLOWED BY VIBRATION IN CRUISE, LANDED IN FIELD. NOSE DUG INTO SOFT SOIL, AIRCRAFT FLIPPED OVER.
19800824081099I	CABIN FILLED WITH SMOKE WHEN HEATER WAS TURNED ON FOR THE FIRST TIME IN NEW AIRPLANE
19800824081759I	LANDING GEAR, CB WAS FOUND POPPED. INVESTIGATION REVEALED NO MECHANICAL PROBLEMS EXCEPT INOP. GEAR WARNING HORN.
19800824082139I	ENGINE SLOWLY LOST POWER, PILOT UNABLE TO MAINTAIN FLIGHT. TESTS REVEALED THE CAUSE WAS CARBURETOR ICE.
19800824083949I	FORCED LANDING AT AFB AFTER RUNNING OUT OF FUEL.
19800825036979A	AIRPLANE CRASHED IN OCEAN SHORTLY AFTER TAKEOFF. CAUSE OF CRASH UNKNOWN. MARIJUANA FOUND AT SCENE.
19800825037309A	AIRCRAFT FOUND IN REMOTE AREA CRASHED AND PURPOSELY BURNED. EVIDENCE INDICATES ILLEGAL DRUG OPERATION.
19800825037459A	STUDENT PILOT ALLOWED AIRPLANE TO VEER OFF RUNWAY ALIGNMENT ON A GO-AROUND. STRUCK TREES OFF SIDE OF RUNWAY.
19800825037549A	ENGAGED IN LOW LEVEL FORMATION FLIGHT OVER OCEAN FOR PHOTO WORK, PILOT ALLOWED AIRPLANE TO FLY INTO WATER IN A TURN
19800825037869A	PILOT CRASHED INTO TREES DURING ATTEMPTED TAKEOFF FROM UNIMPROVED FIELD.
19800825037949A	PILOT LANDED GEAR-UP CAUSING SUBSTANTIAL DAMAGE TO AIRCRAFT.
19800825038159A	LANDED DOWNWIND HALFWAY DOWN RUNWAY. RAN OFF END INTO EMBANKMENT. SKID MARKS IN RUNWAY.
19800825038459A	INSTRUCTOR & STUDENT CRASHED JUST SHORT OF RUNWAY ON FINAL APPROACH. PILOT CLAIMS ENGINE DID NOT RESPOND.
19800825039069A	PILOT ALLOWED AIRCRAFT TO CRASH SHORT OF RUNWA. FIRST FLIGHT IN AIRCRAFT.
19800825039189A	BECAME CONFUSED ON LOC APPROACH. BROKE OUT AT 400 FEET. ALLOWED AIRPLANE TO FLY INTO WATER LOOK FOR LANDMARKS.
19800825039379A	LOST OIL PRESSURE DUE TO TURBINE SEAL FAILURE. MADE FORCED LANDING IN PASTURE. STRUCK IRRIGATION PIPE.
19800825039419A	STUDENT PILOT BOUNCED AIRPLANE & PORPOISED ON RUNWAY ON LANDING. NOSE GEAR BROKE OFF. AIRPLANE NOSED OVER.
19800825044249A	LANDED LONG & FAST. BLEW OUT MAIN GEAR TIRE TRYING TO STOP. RAN OFF END, COLLAPSED MAIN & NOSE GEAR.
19800825066269I	AIRCRAFT GROUND LOOPED ON ROLLOUT.
19800825066279I	LEFT WING AILERON DAMAGED ON GROUND BY SERVICE TRUCK.
19800825066289I	PILOT MADE HARD LANDING.
19800825066299I	LANDING GEAR WOULD NOT RETRACT. PILOT DID NOT ATTEMPT TO USE EMERGENCY GEAR EXTENSION SYSTEM. LANDED WHEELS UP
